objectid,title,org,shortorg,format,collectionid,filename,external_filename,featured_image,description,startdate,enddate,date-range,ctrl_subcat,ctrl_subject,subject_terms,subject_free,region,county,location,material_type,latitude,longitude,cdm-collection,cdm-collection-id,language,rights,rightsstatement,download,img_small,img_thumb
idaho-forest-wildlife-and-range-experiment-station-collection,Idaho Forest Wildlife and Range Experiment Station Collection,University of Idaho,UI,application/pdf,https://www.lib.uidaho.edu/digital/fwres/,/objects/idaho-forest-wildlife-and-range-experiment-station-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/fwres.jpg,https://www.lib.uidaho.edu/media/digital/small/fwres.jpg,"Over 200 documents and reports created by faculty in the UI Forestry Department of the College of Natural Resources, 1954 to the present.",1954,2010,1954-2010,Environment and Conservation,Fisheries and Wildlife; Water and Water Rights; Fishing and Canning; Forestry and Forestry Products; Environmental Activism; Environmental Conditions; Land Use; National Parks; Monuments; and Forests; Wilderness;,Fisheries and Wildlife; Water and Water Rights; Fishing and Canning; Forestry and Forestry Products; Environmental Activism; Environmental Conditions; Land Use; National Parks; Monuments; and Forests; Wilderness,,Southwest region,Valley County,"McCall, ID; Payette National Forest; Payette Lake",Documents,46.72929,-117.012801,cdm17254,fwres,eng,,,https://www.lib.uidaho.edu/digital/fwres/,/objects/small/idaho-forest-wildlife-and-range-experiment-station-collection_sm.jpg,/objects/thumbs/idaho-forest-wildlife-and-range-experiment-station-collection_th.jpg
idaho-forestry-research-collection,Idaho Forestry Research Collection,University of Idaho,UI,application/pdf,https://www.lib.uidaho.edu/digital/forestryresearch/,/objects/idaho-forestry-research-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/forestryresearch.jpg,https://www.lib.uidaho.edu/media/digital/small/forestryresearch.jpg,Documents and images from miscellaneous collections pertaining to the history of forestry in Idaho.,1911,1983,1911-1983,Agriculture and Natural Resources,Fisheries and Wildlife; Logging; Laws and Legislation; Forestry and Forestry Products; Science; Technology; Environmental Activism; Environmental Conditions; Land Use; Wilderness;,Fisheries and Wildlife; Logging; Laws and Legislation; Forestry and Forestry Products; Science; Technology; Environmental Activism; Environmental Conditions; Land Use; Wilderness,,Panhandle region; Clearwater region,Benewah County; Bonner County; Boundary County; Clearwater County; Idaho County; Latah County; Shoshone County; Valley County,,Data; Documents; Maps; Photographs,46.926875,-116.501427,cdm17254,forestryresearch,eng,,,https://www.lib.uidaho.edu/digital/forestryresearch/,/objects/small/idaho-forestry-research-collection_sm.jpg,/objects/thumbs/idaho-forestry-research-collection_th.jpg
idaho-governor-collection-inventories,Idaho Governor Collection Inventories,Idaho State Archives/Idaho State Historical Society,ISHS,application/pdf,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll2,,,,A collection of guides to the gubernatorial records of each of Idaho’s governors.,,,,"Politics, Government, and Law",Politics and Politicians;,,,,,,,,,cdm16281,p16281coll2,eng,,,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll2,/assets/icons/collection.svg,/assets/icons/collection.svg
idaho-historical-aerial-photographs,Idaho Historical Aerial Photographs,University of Idaho,UI,image/jpeg,https://www.lib.uidaho.edu/digital/aerial/,/objects/idaho-historical-aerial-photographs.jpg,https://www.lib.uidaho.edu/media/digital/small/uiiap.jpg,https://www.lib.uidaho.edu/media/digital/small/uiiap.jpg,The Idaho Historical Aerial Photographs are a collection of both oblique and vertical historic air photos ranging from 1927 to the 1940s.,1927,1953,1927-1953,Environment and Conservation,Agriculture; Wilderness;,Agriculture; Wilderness,,Panhandle region; Clearwater region; Southwest region; Magic Valley region; Southeast region; Upper Snake region; Salmon region,,,Photographs,47.431308,-116.92337,cdm17254,uiiap,eng,,,https://www.lib.uidaho.edu/digital/aerial/,/objects/small/idaho-historical-aerial-photographs_sm.jpg,/objects/thumbs/idaho-historical-aerial-photographs_th.jpg
idaho-historical-maps,Idaho Historical Maps,University of Idaho,UI,image/jpeg,https://www.lib.uidaho.edu/digital/historicalmaps/,/objects/idaho-historical-maps.jpg,https://www.lib.uidaho.edu/media/digital/small/spec_hm.jpg,https://www.lib.uidaho.edu/media/digital/small/spec_hm.jpg,"A small collection of large maps that depict the Coeur D'Alene mining region, covering areas of Montana and Idaho (Shoshone County). These maps come from the Bunker Hill Mining Company Records, 1887-1984, a manuscript collection held by the University of Idaho Library's Special Collections & Archives department.",1863,1986,1863-1986,"Business, Industry, Labor, and Commerce",Mines and Mineral Resources; Labor History; Land Use;,Mines and Mineral Resources; Labor History; Land Use,,Panhandle region,Bonner County; Kootenai County; Shoshone County,,Maps,47.686824,-116.726818,cdm17254,spec_hm,eng,,,https://www.lib.uidaho.edu/digital/historicalmaps/,/objects/small/idaho-historical-maps_sm.jpg,/objects/thumbs/idaho-historical-maps_th.jpg
idaho-railroad-visual-history,Idaho Railroad Visual History,Idaho State Archives/Idaho State Historical Society,ISHS,image/jpeg,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll6,/objects/idaho-railroad-visual-history.jpg,https://cdm16281.contentdm.oclc.org/digital/iiif/p16281coll6/0/full/max/0/default.jpg,0,Explore the Street Car and Idaho Railroads. ,,,,"Business, Industry, Labor, and Commerce",Public Works; Railroads; Transportation;,Public Works; Railroads; Transportation,,Southwest region; Magic Valley region; Southeast region,Adams County; Bannock County; Boise County; Minidoka County; Power County,"Boise, ID; Pocatello, ID; New Meadows, ID;",Photographs,43.61043108,-116.1360099,cdm16281,p16281coll6,eng,,,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll6,/objects/small/idaho-railroad-visual-history_sm.jpg,/objects/thumbs/idaho-railroad-visual-history_th.jpg
idaho-state-college-1947-1963-,Idaho State College (1947-1963),Idaho State University,ISU,image/jpeg,https://cdm16942.contentdm.oclc.org/digital/collection/p16942coll11,/objects/idaho-state-college-1947-1963-.jpg,https://cdm16942.contentdm.oclc.org/digital/iiif/p16942coll11/0/full/max/0/default.jpg,0,"This collection contains images from the University Archives during the period that Idaho State University was the Idaho State College, 1947-1963.",1947,1963,1947-1963,Education,Architecture; Colleges and Universities; Student Life; Clubs and Societies; Sports and Recreation;Gravely Hall; Faris Hall; Frazier Hall; Red Hill,Architecture; Colleges and Universities; Student Life; Clubs and Societies; Sports and Recreation,Gravely Hall; Faris Hall; Frazier Hall; Red Hill,Southeast region,Bannock County,"Pocatello, Idaho",Photographs,42.8629094,-112.4345041,cdm16942,p16942coll11,eng,,,https://cdm16942.contentdm.oclc.org/digital/collection/p16942coll11,/objects/small/idaho-state-college-1947-1963-_sm.jpg,/objects/thumbs/idaho-state-college-1947-1963-_th.jpg
idaho-state-university-1963-present-,Idaho State University (1963-present),Idaho State University,ISU,image/jpeg,https://cdm16942.contentdm.oclc.org/digital/collection/p16942coll13,/objects/idaho-state-university-1963-present-.jpg,https://cdm16942.contentdm.oclc.org/digital/iiif/p16942coll13/0/full/max/0/default.jpg,0,This collection contains images from the University Archives beginning in 1963 when Idaho State College became Idaho State University.,1963,2020,1963-2020,Education,Architecture; Colleges and Universities; Student Life;Red Hill,Architecture; Colleges and Universities; Student Life,Red Hill,Southeast region,Bannock County,"Pocatello, Idaho",Photographs,42.8629094,-112.4345041,cdm16942,p16942coll13,eng,,,https://cdm16942.contentdm.oclc.org/digital/collection/p16942coll13,/objects/small/idaho-state-university-1963-present-_sm.jpg,/objects/thumbs/idaho-state-university-1963-present-_th.jpg
idaho-state-university-oral-history-project-collection,Idaho State University Oral History Project Collection,Idaho State University,ISU,application/pdf,https://cdm16942.contentdm.oclc.org/digital/collection/p16942coll20,,,0,The Idaho State University Oral History Project Collection contains oral history interviews of Idaho residents located in the central and southeastern regions of the state conducted during the early part of the 1970s through the early 2000s. The collection covers a variety of topics related to late 19th and early 20th century life in rural Idaho.,1970,2005,1970-2005,"People, Ethnicity, and Culture",Agriculture; Mines and Mineral Resources; Ranching; Water and Water Rights; African Americans; Children and Youth; Chinese Americans; Native Americans; Scandinavian Americans; Women; Architecture; Businesses and Corporations; Fishing and Canning; Railroads; Transportation; Disease; Medicine and Health; Elementary and Secondary Education; Student Life; City and Town Life; Foods and Nutrition; Home and Family; Mormonism (Church of Jesus Christ of Latter-day Saints); Religion; Social Classes; Sports and Recreation; Environmental Conditions; Land Use; Wilderness; Missionaries;Prohibition; bootlegging; land disputes; Great Depression; Airmail service; People's Market; Flight Schools; World War I; Lemhi; Pocatello Municipal Airport;,Agriculture; Mines and Mineral Resources; Ranching; Water and Water Rights; African Americans; Children and Youth; Chinese Americans; Native Americans; Scandinavian Americans; Women; Architecture; Businesses and Corporations; Fishing and Canning; Railroads; Transportation; Disease; Medicine and Health; Elementary and Secondary Education; Student Life; City and Town Life; Foods and Nutrition; Home and Family; Mormonism (Church of Jesus Christ of Latter-day Saints); Religion; Social Classes; Sports and Recreation; Environmental Conditions; Land Use; Wilderness; Missionaries,Prohibition; bootlegging; land disputes; Great Depression; Airmail service; People's Market; Flight Schools; World War I; Lemhi; Pocatello Municipal Airport;,Southeast region; Salmon region,Bannock County; Lemhi County,"Pocatello, Idaho; Salmon, Idaho; Fort Hall, Idaho; Inkom, Idaho; Gibbonsville, Idaho; May, Idaho; Boise, Idaho; Weiser, Idaho; Middle Valley, Idaho; Mayflower, Idaho; Starkey Hot Springs, Idaho; Payette, Idaho; Pahsimeroi Valley, Idaho; Patterson, Idaho; Ulysses, Idaho",Oral Histories,45.1702893,-113.8865555,cdm16942,p16942coll20,eng,,,https://cdm16942.contentdm.oclc.org/digital/collection/p16942coll20,/assets/icons/collection.svg,/assets/icons/collection.svg
idaho-state-university-president-s-house,Idaho State University President's House,Idaho State University,ISU,image/jpeg,https://cdm16942.contentdm.oclc.org/digital/collection/p16942coll15,/objects/idaho-state-university-president-s-house.jpg,https://cdm16942.contentdm.oclc.org/digital/iiif/p16942coll15/0/full/max/0/default.jpg,0,Photos of events at and exterior/interior of the ISU President's house. ,1951,1995,1951-1995,Education,Architecture; Colleges and Universities;Servel House,Architecture; Colleges and Universities,Servel House,Southeast region,Bannock County,"Pocatello, Idaho",Photographs,42.8629094,-112.4345041,cdm16942,p16942coll15,eng,,,https://cdm16942.contentdm.oclc.org/digital/collection/p16942coll15,/objects/small/idaho-state-university-president-s-house_sm.jpg,/objects/thumbs/idaho-state-university-president-s-house_th.jpg
idaho-state-university-theatre-department,Idaho State University Theatre Department,Idaho State University,ISU,image/jpeg,https://cdm16942.contentdm.oclc.org/digital/collection/p16942coll16,/objects/idaho-state-university-theatre-department.jpg,https://cdm16942.contentdm.oclc.org/digital/iiif/p16942coll16/0/full/max/0/default.jpg,0,"This collection contains a sampling of still images from productions performed by students enrolled in Idaho State University's Theatre program, which has a long a history, dating back to the beginning of the university. ",1924,1962,1924-1962,Education,Performing Arts; Colleges and Universities; Student Life;,Performing Arts; Colleges and Universities; Student Life,,Southeast region,Bannock County,"Pocatello, Idaho",Photographs,42.8629094,-112.4345041,cdm16942,p16942coll16,eng,,,https://cdm16942.contentdm.oclc.org/digital/collection/p16942coll16,/objects/small/idaho-state-university-theatre-department_sm.jpg,/objects/thumbs/idaho-state-university-theatre-department_th.jpg
idaho-technical-institute-1915-1927-,Idaho Technical Institute (1915-1927),Idaho State University,ISU,image/jpeg,https://cdm16942.contentdm.oclc.org/digital/collection/p16942coll9,/objects/idaho-technical-institute-1915-1927-.jpg,https://cdm16942.contentdm.oclc.org/digital/iiif/p16942coll9/0/full/max/0/default.jpg,0,"This collection contains images from the University Archives during the period that Idaho State University was the Idaho Technical Institute, 1915-1927.",1915,1927,1915-1927,Education,Agriculture; Architecture; Colleges and Universities; Student Life; Clubs and Societies; Sports and Recreation;Red hill; Reed Hall; Turner Hall; Tech Farm,Agriculture; Architecture; Colleges and Universities; Student Life; Clubs and Societies; Sports and Recreation,Red hill; Reed Hall; Turner Hall; Tech Farm,Southeast region,Bannock County,,Photographs,42.8629094,-112.4345041,cdm16942,p16942coll9,eng,,,https://cdm16942.contentdm.oclc.org/digital/collection/p16942coll9,/objects/small/idaho-technical-institute-1915-1927-_sm.jpg,/objects/thumbs/idaho-technical-institute-1915-1927-_th.jpg
idaho-transportation-department-ar24-,Idaho Transportation Department (AR24),Idaho Transportation Department,ITD,image/jpeg,https://cdm16876.contentdm.oclc.org/digital/collection/p16876coll3,/objects/idaho-transportation-department-ar24-.jpg,https://cdm16876.contentdm.oclc.org/digital/iiif/p16876coll3/3282/full/max/0/default.jpg,3282,"This archival record collection from the Idaho Transportation Department (ITD)features materials and photographs that document the creation and maintenance of Idaho's transportation networks including roads, railroads, bridges, highways, and airports dating from the early 1900s up to 2012, when the documents were transferred to the Idaho State Archives as part of a joint digitization project between the Idaho Transportation Department and the Idaho State Archives.   Materials in this collection originate from ITD Headquarters (ITD HQ), and from each of its statewide districts (Districts 1-6), and include materials from each of it's six divisions: Administration, Aeronautics, Highways, Human Resources, Motor Vehicles, and Transportation Performance.   AR 24 Negatives Index This collection is comprised of an estimated 20,000 to 30,000 photographic negatives, organized alpha-numerically by subject matter, dating from 1945 to 1990.  The Idaho State Archives has digitized 3,227 of these images and made them available on this database.  The complete index is available as well, and is word-searchable.  Images that have not been digitized are available for viewing by request at the Idaho State Archives at 2205 Old Penitentiary Road, Boise Idaho 83712.   AR 24 AERO Materials in this series originated in the Aeronautics Division and features aerial footage as well as airports, airstrips, wreckage, and ""Air Breakfast"" events together with aviation-oriented subject matter.   AR24 Minute Books The Minute Books document the creation and subsequent activities of the State Highway Commission, a legal body organized in Idaho in May, 1913.  The body was necessary in order to participate in the National Highway Federal Aid program, organized to assist states with the creation of state and national highways.  The minutes record details about the state’s transportation projects including budgets, timelines, project names, and even contractor bids.",1945,1990,1945-1990,,;,,,,,,,,,cdm16876,p16876coll3,eng,,,https://cdm16876.contentdm.oclc.org/digital/collection/p16876coll3,/objects/small/idaho-transportation-department-ar24-_sm.jpg,/objects/thumbs/idaho-transportation-department-ar24-_th.jpg
